cellline_id,drug_id,ic50_value,cancer_type_id
NCI-H2135,FH535,2.091686,1
NCI-H2172,FH535,3.681535,1
NCI-H2444,FH535,5.483124,1
NUGC-4,FH535,2.425097,0
OCUM-1,FH535,-1.44232,0
OE21,FH535,1.878028,0
OSC-19,FH535,2.705965,3
OUMS-23,FH535,1.657497,0
OVTOKO,FH535,2.013441,1
PANC-02-03,FH535,2.056184,2
PANC-04-03,FH535,3.654433,2
PA-TU-8902,FH535,1.482058,2
PCI-30,FH535,4.906795,3
PCI-4B,FH535,1.709293,3
PL4,FH535,2.495855,2
RERF-LC-KJ,FH535,1.351516,1
RERF-LC-Sq1,FH535,5.11812,1
RKN,FH535,1.791754,1
SAT,FH535,4.690465,3
SCaBER,FH535,1.747202,3
SCC90,FH535,2.580338,3
SKN-3,FH535,1.60899,3
STS-0421,FH535,1.687383,3
SW1271,FH535,1.328936,1
T-T,FH535,1.067405,0
TASK1,FH535,2.43511,3
TMK-1,FH535,0.665303,0
TOV-112D,FH535,0.737471,1
UDSCC2,FH535,-0.916238,3
VCaP,FH535,3.473601,1
WM1552C,FH535,1.845289,3
WM35,FH535,1.102641,3
WM793B,FH535,2.089153,3
GRANTA-519,FH535,2.754706,3
HCC1500,FH535,0.224962,1
HCC-33,FH535,3.817952,1
Sarc9371,FH535,2.967259,3
CHSA8926,FH535,3.577232,3
Hs-445,FH535,2.633908,3
HSC-39,FH535,2.252874,0
JJN-3,FH535,1.805578,3
JM1,FH535,2.111433,3
JSC-1,FH535,2.254846,3
JURL-MK1,FH535,2.35759,3
KARPAS-231,FH535,1.691106,3
KARPAS-620,FH535,0.830676,3
KCL-22,FH535,2.725511,3
KOPN-8,FH535,1.726851,3
L-1236,FH535,3.284497,3
MDA-MB-330,FH535,0.442194,1
ME-1,FH535,2.919358,3
MOLM-13,FH535,1.847966,3
MOLP-8,FH535,2.242972,3
MY-M12,FH535,1.850288,3
NCI-H1876,FH535,3.173428,1
NK-92MI,FH535,1.86928,3
NU-DUL-1,FH535,1.679089,3
OCI-AML5,FH535,2.155267,3
OCI-LY-19,FH535,2.741487,3
OCI-M1,FH535,1.307087,3
P32-ISH,FH535,1.39605,3
PL-21,FH535,2.327636,3
RC-K8,FH535,2.424568,3
ROS-50,FH535,3.245676,3
SLVL,FH535,2.297031,3
SU-DHL-16,FH535,1.157277,3
SU-DHL-4,FH535,1.154449,3
SU-DHL-5,FH535,1.423734,3
SU-DHL-6,FH535,2.328394,3
SU-DHL-8,FH535,1.600922,-1
SUP-HD1,FH535,1.797947,3
SUP-M2,FH535,2.125984,3
TK,FH535,1.978312,3
VAL,FH535,1.687907,3
WIL2-NS,FH535,1.901178,3
WSU-DLCL2,FH535,3.559121,3
MCC13,FH535,1.583351,3
MC-CAR,PAC-1,0.172846,3
PFSK-1,PAC-1,2.570173,3
A673,PAC-1,3.165602,3
ES3,PAC-1,1.139162,3
ES5,PAC-1,0.779476,3
ES7,PAC-1,0.913754,3
EW-11,PAC-1,1.520052,3
SK-ES-1,PAC-1,0.651301,3
NCI-H1395,PAC-1,3.445863,1
COLO-829,PAC-1,4.111218,3
RT4,PAC-1,3.63556,3
SW780,PAC-1,3.298855,3
TCCSUP,PAC-1,3.350705,3
C-33-A,PAC-1,2.654859,3
C-4-I,PAC-1,3.148888,3
ME-180,PAC-1,3.261153,3
42-MG-BA,PAC-1,2.273242,3
8-MG-BA,PAC-1,3.275397,3
A172,PAC-1,2.814308,3
GB-1,PAC-1,1.995666,3
T98G,PAC-1,3.309038,3
U-118-MG,PAC-1,3.478278,3
U-87-MG,PAC-1,4.051711,3
ChaGo-K-1,PAC-1,2.116893,1
NCI-H720,PAC-1,3.356141,1
Calu-3,PAC-1,0.47811,1
COR-L23,PAC-1,1.870729,1
LK-2,PAC-1,1.024451,1
NCI-H1437,PAC-1,0.887937,1
NCI-H1623,PAC-1,4.000546,1
NCI-H1648,PAC-1,3.625427,1
NCI-H1693,PAC-1,3.972532,1
NCI-H1770,PAC-1,2.250605,1
NCI-H1838,PAC-1,3.59106,1
NCI-H2085,PAC-1,1.960469,1
NCI-H2126,PAC-1,4.153962,1
NCI-H2170,PAC-1,0.725685,1
NCI-H2228,PAC-1,2.745977,1
NCI-H2342,PAC-1,1.598612,1
NCI-H2347,PAC-1,0.666781,1
NCI-H2405,PAC-1,2.314314,1
NCI-H661,PAC-1,2.133625,1
DMS-114,PAC-1,3.496197,1
DMS-273,PAC-1,3.081208,1
NCI-H1048,PAC-1,3.058096,1
NCI-H1092,PAC-1,2.856136,1
NCI-H1417,PAC-1,0.827181,1
NCI-H1694,PAC-1,3.195717,1
NCI-H187,PAC-1,3.831635,1
NCI-H1963,PAC-1,1.373344,1
NCI-H2029,PAC-1,3.50558,1
NCI-H209,PAC-1,1.574877,1
NCI-H2141,PAC-1,2.542731,1
NCI-H2171,PAC-1,3.156871,1
NCI-H2227,PAC-1,3.783338,1
NCI-H345,PAC-1,3.833286,1
NCI-H446,PAC-1,2.700285,1
NCI-H526,PAC-1,2.341206,1
NCI-H64,PAC-1,1.346535,1
NCI-H69,PAC-1,2.332225,1
NCI-H82,PAC-1,3.476373,1
NCI-H2052,PAC-1,1.765312,3
SK-N-DZ,PAC-1,2.841512,3
SK-N-FI,PAC-1,3.715539,3
LU-139,PAC-1,1.460959,1
SBC-5,PAC-1,2.922185,1
SBC-1,PAC-1,2.879242,1
LU-135,PAC-1,0.655961,1
SK-N-SH,PAC-1,1.347894,3
NCI-H2030,PAC-1,1.444125,1
NCI-H2122,PAC-1,1.277133,1
NCI-H1734,PAC-1,2.425863,1
NCI-H650,PAC-1,0.957963,1
T-24,PAC-1,3.238274,3
SK-N-AS,PAC-1,3.546548,3
NCI-H1299,PAC-1,0.571769,1
NCI-H2087,PAC-1,1.539151,1
UM-UC-3,PAC-1,3.255647,3
SW756,PAC-1,4.11428,3
NCI-H727,PAC-1,0.559489,1
Calu-6,PAC-1,3.664593,1
LU-65,PAC-1,3.915662,1
NCI-H1355,PAC-1,2.317942,1
NCI-H1792,PAC-1,2.321947,1
HPAF-II,PAC-1,4.148063,2
MIA-PaCa-2,PAC-1,3.739605,2
SHP-77,PAC-1,1.645798,1
NCI-H2009,PAC-1,1.012977,1
NCI-H2291,PAC-1,4.235854,1
SW1573,PAC-1,3.97005,1
SW900,PAC-1,2.58711,1
TE-5,PAC-1,3.806687,0
HCC1954,PAC-1,1.195988,1
HCC1143,PAC-1,1.557569,1
HCC1187,PAC-1,2.624678,1
HCC1395,PAC-1,1.839205,1
HCC1599,PAC-1,1.880689,1
HCC1937,PAC-1,3.740881,1
HCC2157,PAC-1,2.348946,1
HCC2218,PAC-1,0.109829,1
HCC38,PAC-1,1.249901,1
BB30-HNC,PAC-1,2.43404,3
BB65-RCC,PAC-1,2.407491,2
BEN,PAC-1,3.989698,1
BHY,PAC-1,2.368045,3
Ca9-22,PAC-1,2.787469,3
CAL-12T,PAC-1,3.753355,1
CAL-33,PAC-1,3.308682,3
CP50-MEL-B,PAC-1,3.176929,3
CP66-MEL,PAC-1,3.691335,3
CPC-N,PAC-1,3.55565,1
CTV-1,PAC-1,0.107447,3
D-542MG,PAC-1,1.311125,3
DMS-79,PAC-1,3.294393,1
DSH1,PAC-1,3.238347,3
EBC-1,PAC-1,3.482965,1
EC-GI-10,PAC-1,3.655821,0
EPLC-272H,PAC-1,2.605191,1
HA7-RCC,PAC-1,2.619507,2
HO-1-u-1,PAC-1,2.389197,3
HSC-2,PAC-1,2.341694,3
IM-9,PAC-1,1.423105,3
IST-SL1,PAC-1,2.814867,1
IST-SL2,PAC-1,0.703021,1
J82,PAC-1,0.641524,3
KOSC-2,PAC-1,3.295998,3
KP-4,PAC-1,3.331727,2
KYSE-140,PAC-1,0.585865,0
KYSE-410,PAC-1,0.174102,0
KYSE-520,PAC-1,2.488549,0
KYSE-70,PAC-1,3.450204,0
LB1047-RCC,PAC-1,0.981744,2
LB2241-RCC,PAC-1,1.98095,2
LB2518-MEL,PAC-1,3.33191,3
LB373-MEL-D,PAC-1,3.419786,3
LB647-SCLC,PAC-1,1.099727,1
LB771-HNC,PAC-1,4.075573,3
LB831-BLC,PAC-1,3.555796,3
LB996-RCC,PAC-1,3.425289,2
LCLC-103H,PAC-1,-0.334425,1
LU-134-A,PAC-1,0.88971,1
LU-165,PAC-1,1.280671,1
LXF-289,PAC-1,3.420097,1
MS-1,PAC-1,2.210204,1
MZ1-PC,PAC-1,1.443177,2
MZ7-mel,PAC-1,0.693415,3
NCI-H1304,PAC-1,1.751979,1
NCI-H1563,PAC-1,2.749118,1
NCI-H292,PAC-1,1.738655,1
NCI-H510A,PAC-1,2.859169,1
PC-14,PAC-1,1.965927,1
SBC-3,PAC-1,2.706769,1
SK-MM-2,PAC-1,1.805963,3
TE-15,PAC-1,1.702452,0
BE2-M17,PAC-1,3.690791,3
KELLY,PAC-1,2.039989,3
SIMA,PAC-1,0.802695,3
TE-1,PAC-1,4.177889,0
TE-10,PAC-1,3.008164,0
TE-8,PAC-1,2.862505,0
CAPAN-1,PAC-1,2.067418,2
OVCAR-3,PAC-1,0.416525,1
PC-3,PAC-1,4.013957,1
DU-145,PAC-1,3.676637,1
HCT-116,PAC-1,3.051308,0
HCT-15,PAC-1,0.532371,0
HL-60,PAC-1,2.609533,3
HT-29,PAC-1,0.620198,0
K-562,PAC-1,3.110827,3
NCI-H226,PAC-1,0.671748,1
NCI-H23,PAC-1,3.126835,1
NCI-H460,PAC-1,0.971319,1
NCI-H522,PAC-1,1.645878,1
T47D,PAC-1,3.524277,1
MCF7,PAC-1,1.607201,1
786-0,PAC-1,-0.218333,2
A498,PAC-1,3.559621,2
ACHN,PAC-1,0.840542,2
CCRF-CEM,PAC-1,-0.541604,3
SK-MEL-28,PAC-1,1.585802,3
SK-MEL-2,PAC-1,2.091058,3
Hs-578-T,PAC-1,3.885267,1
MOLT-4,PAC-1,0.394317,3
SK-OV-3,PAC-1,0.376057,1
MDA-MB-231,PAC-1,3.411108,1
COLO-205,PAC-1,0.663699,0
SW620,PAC-1,1.595614,0
CAKI-1,PAC-1,1.73665,2
RPMI-8226,PAC-1,1.532757,3
SR,PAC-1,1.291085,3
NCI-H322M,PAC-1,4.302627,1
OVCAR-5,PAC-1,2.660628,1
EKVX,PAC-1,3.335037,1
HCC2998,PAC-1,0.41006,0
HOP-62,PAC-1,0.857737,1
HOP-92,PAC-1,3.304681,1
LOXIMVI,PAC-1,1.095126,3
M14,PAC-1,3.120376,3
UACC-62,PAC-1,3.437199,3
UACC-257,PAC-1,3.892473,3
RXF393,PAC-1,2.53927,2
SN12C,PAC-1,3.868924,2
TK10,PAC-1,1.632734,2
U031,PAC-1,0.385201,2
SNB75,PAC-1,2.979396,3
U251,PAC-1,3.272527,3
SF539,PAC-1,2.218019,3
SF295,PAC-1,1.603881,3
SF268,PAC-1,1.449623,3
KM12,PAC-1,2.287261,0
OVCAR-4,PAC-1,1.11804,1
OVCAR-8,PAC-1,0.51478,1
BxPC-3,PAC-1,0.784733,2
BHT-101,PAC-1,2.600528,3
Becker,PAC-1,3.818031,3
BE-13,PAC-1,0.901537,3
ARH-77,PAC-1,0.602435,3
AGS,PAC-1,2.766251,0
ABC-1,PAC-1,3.533968,1
A2058,PAC-1,3.192371,3
A375,PAC-1,-0.082255,3
A253,PAC-1,2.835318,3
8305C,PAC-1,1.547835,3
647-V,PAC-1,2.195105,3
639-V,PAC-1,2.987356,3
BT-20,PAC-1,3.946228,1
ACN,PAC-1,0.770656,3
A2780,PAC-1,1.380915,1
COR-L105,PAC-1,1.100092,1
COR-L88,PAC-1,-0.451503,1
COLO-824,PAC-1,1.229419,1
COLO-800,PAC-1,3.209288,3
COLO-792,PAC-1,2.58106,3
COLO-741,PAC-1,1.177675,0
COLO-680N,PAC-1,1.50588,0
COLO-679,PAC-1,-0.155642,3
CHP-212,PAC-1,3.143089,3
CFPAC-1,PAC-1,0.672102,2
CCF-STTG1,PAC-1,2.46151,3
Ca-Ski,PAC-1,2.039934,3
Caov-3,PAC-1,3.152132,1
CAL-120,PAC-1,3.556899,1
CAL-72,PAC-1,3.079314,3
CAL-62,PAC-1,3.322735,3
C32,PAC-1,3.745584,3
Daudi,PAC-1,-0.00253,3
DB,PAC-1,2.642418,3
Daoy,PAC-1,0.385836,3
D-283MED,PAC-1,3.358773,3
DBTRG-05MG,PAC-1,2.940472,3
DEL,PAC-1,0.992693,3
Detroit562,PAC-1,3.459338,3
DG-75,PAC-1,2.234842,3
DK-MG,PAC-1,3.520671,3
DJM-1,PAC-1,3.619681,3
DOHH-2,PAC-1,0.945441,3
DoTc2-4510,PAC-1,1.680435,3
DU-4475,PAC-1,0.316598,1
EB2,PAC-1,0.352721,3
EB-3,PAC-1,1.321687,3
ECC10,PAC-1,0.567539,0
EFM-19,PAC-1,0.430177,1
EFO-27,PAC-1,1.419829,1
EGI-1,PAC-1,3.610202,3
EHEB,PAC-1,0.737703,3
EM-2,PAC-1,2.838806,3
EoL-1-cell,PAC-1,0.643875,3
ETK-1,PAC-1,1.106631,3
EVSA-T,PAC-1,2.540231,1
FADU,PAC-1,3.449468,3
FTC-133,PAC-1,3.727466,3
G-361,PAC-1,0.164106,3
GAMG,PAC-1,3.147584,3
GCIY,PAC-1,2.148837,0
GDM-1,PAC-1,0.803766,3
GI-1,PAC-1,3.075436,3
GI-ME-N,PAC-1,4.05874,3
GMS-10,PAC-1,3.584552,3
GOTO,PAC-1,2.772547,3
GR-ST,PAC-1,0.822859,3
GCT,PAC-1,2.885455,3
ESS-1,PAC-1,1.633589,3
H4,PAC-1,2.430856,3
H9,PAC-1,0.512915,3
HC-1,PAC-1,0.283078,3
HCC1419,PAC-1,1.565401,1
HCC1569,PAC-1,1.397308,1
HCC1806,PAC-1,2.547943,1
HCC70,PAC-1,3.545585,1
HD-MY-Z,PAC-1,2.751227,3
HEC-1,PAC-1,3.193011,3
HEL,PAC-1,0.418101,3
HGC-27,PAC-1,2.180107,0
HH,PAC-1,1.389667,3
HLE,PAC-1,1.135699,2
HMV-II,PAC-1,1.014817,3
HN,PAC-1,3.11279,3
HOS,PAC-1,0.68113,3
HSC-3,PAC-1,2.746687,3
HSC-4,PAC-1,3.730957,3
HT,PAC-1,0.627574,3
HT-1080,PAC-1,3.146651,3
HT-1197,PAC-1,3.147629,3
HT-1376,PAC-1,2.470199,3
HT-144,PAC-1,0.630032,3
HT-3,PAC-1,1.823573,3
HuCCT1,PAC-1,0.386013,3
HuH-7,PAC-1,3.370624,2
HuO9,PAC-1,3.792567,3
HuTu-80,PAC-1,2.157593,0
IGR-1,PAC-1,1.534144,3
IMR-5,PAC-1,1.150678,3
IPC-298,PAC-1,2.582186,3
IST-MEL1,PAC-1,1.757659,3
IST-MES1,PAC-1,3.600548,3
JAR,PAC-1,3.319687,3
JEG-3,PAC-1,2.29419,3
JiyoyeP-2003,PAC-1,0.033175,3
JVM-2,PAC-1,3.526501,3
JVM-3,PAC-1,2.436618,3
KALS-1,PAC-1,1.248889,3
KARPAS-45,PAC-1,0.33257,3
KARPAS-299,PAC-1,2.319137,3
KARPAS-422,PAC-1,1.357659,3
KE-37,PAC-1,-1.545022,3
KG-1,PAC-1,1.612931,3
KINGS-1,PAC-1,4.120718,3
KMOE-2,PAC-1,1.816926,3
KMS-12-BM,PAC-1,0.873762,3
KNS-42,PAC-1,4.055552,3
HuP-T3,PAC-1,1.254692,2
HuP-T4,PAC-1,3.486354,2
HT55,PAC-1,3.546986,0
HT-115,PAC-1,2.372238,0
H-EMC-SS,PAC-1,4.239694,3
GP5d,PAC-1,3.160583,0
DMS-53,PAC-1,3.42526,1
G-402,PAC-1,2.480072,3
G-401,PAC-1,-0.089631,3
KY821,PAC-1,1.226355,3
KU812,PAC-1,3.178055,3
KU-19-19,PAC-1,3.390672,3
KS-1,PAC-1,3.535359,3
KP-N-YN,PAC-1,0.954362,3
KYSE-150,PAC-1,1.057883,0
KYSE-180,PAC-1,1.166366,0
KYSE-270,PAC-1,0.093892,0
KYSE-450,PAC-1,0.3597,0
KYSE-510,PAC-1,0.567479,0
L-428,PAC-1,-0.04079,3
L-540,PAC-1,0.44493,3
LAMA-84,PAC-1,2.788629,3
LC-2-ad,PAC-1,0.061608,1
LC4-1,PAC-1,1.854396,3
LNCaP-Clone-FGC,PAC-1,1.494897,1
LOUCY,PAC-1,-0.147791,3
LoVo,PAC-1,3.148105,0
LP-1,PAC-1,2.125293,3
LS-123,PAC-1,2.351932,0
LS-411N,PAC-1,0.562492,0
LS-513,PAC-1,2.733533,0
LU-99A,PAC-1,2.737756,1
MC116,PAC-1,0.135919,3
MC-IXC,PAC-1,1.148903,3
MDA-MB-175-VII,PAC-1,3.289468,1
MDA-MB-361,PAC-1,2.303436,1
MDA-MB-453,PAC-1,3.166028,1
MDA-MB-468,PAC-1,3.348699,1
MEL-JUSO,PAC-1,0.882636,3
MEG-01,PAC-1,2.020302,3
MES-SA,PAC-1,2.213534,3
MFE-280,PAC-1,2.504807,3
MFE-296,PAC-1,3.664243,3
MG-63,PAC-1,3.169655,3
MHH-ES-1,PAC-1,1.037023,3
MHH-NB-11,PAC-1,3.076046,3
MHH-PREB-1,PAC-1,1.049765,3
MKN1,PAC-1,1.32463,0
MKN28,PAC-1,0.779455,0
ML-2,PAC-1,0.487614,3
MLMA,PAC-1,2.051488,3
MN-60,PAC-1,2.89452,3
MOG-G-CCM,PAC-1,3.221647,3
MOG-G-UVW,PAC-1,2.442627,3
MONO-MAC-6,PAC-1,1.764308,3
Mo-T,PAC-1,3.67817,3
MPP-89,PAC-1,4.146759,3
MRK-nu-1,PAC-1,1.608282,1
MSTO-211H,PAC-1,2.85965,3
MV-4-11,PAC-1,1.633342,3
NALM-6,PAC-1,-0.452513,3
NAMALWA,PAC-1,0.903718,3
NB69,PAC-1,1.775518,3
NCI-H520,PAC-1,1.999081,1
NCI-SNU-1,PAC-1,2.400058,0
NCI-SNU-5,PAC-1,3.621032,0
NCI-SNU-16,PAC-1,3.062544,0
NH-12,PAC-1,-0.025772,3
NKM-1,PAC-1,0.131894,3
NMC-G1,PAC-1,3.991898,3
no-11,PAC-1,4.016332,3
NOMO-1,PAC-1,2.482759,3
no-10,PAC-1,3.242378,3
NUGC-3,PAC-1,1.601515,0
NCI-H747,PAC-1,1.41957,0
NCI-H716,PAC-1,3.552204,0
NCI-H596,PAC-1,1.508292,1
NCI-H441,PAC-1,1.676163,1
NCI-H2452,PAC-1,3.723357,3
NCI-H1793,PAC-1,3.912372,1
NCI-H358,PAC-1,0.436524,1
NCI-H1155,PAC-1,2.95951,1
NCI-H1436,PAC-1,3.385044,1
NCI-H28,PAC-1,3.560388,3
NCI-H1581,PAC-1,3.279869,1
NCI-H1573,PAC-1,3.284196,1
NCI-H1666,PAC-1,3.100643,1
NCI-H1703,PAC-1,3.494684,1
NCI-H1755,PAC-1,3.817562,1
NCI-H1993,PAC-1,4.255017,1
NCI-H2081,PAC-1,3.802237,1
NCI-H2196,PAC-1,3.181811,1
NCI-H524,PAC-1,3.169078,1
NCI-H748,PAC-1,2.207705,1
ONS-76,PAC-1,1.634077,3
OPM-2,PAC-1,1.809125,3
OS-RC-2,PAC-1,2.001461,2
P12-ICHIKAWA,PAC-1,0.290807,3
P30-OHK,PAC-1,0.401131,3
P31-FUJ,PAC-1,2.201838,3
PA-1,PAC-1,2.264528,1
OCUB-M,PAC-1,2.499302,1
PF-382,PAC-1,0.114584,3
Raji,PAC-1,0.410096,3
RCM-1,PAC-1,3.818177,0
RD,PAC-1,3.791193,3
REH,PAC-1,-0.144149,3
RF-48,PAC-1,0.942591,0
RKO,PAC-1,3.043279,0
RPMI-2650,PAC-1,2.258004,3
RPMI-6666,PAC-1,0.220237,3
RPMI-8402,PAC-1,0.176737,3
RS4-11,PAC-1,-0.092151,3
RT-112,PAC-1,1.245254,3
RVH-421,PAC-1,4.024366,3
Saos-2,PAC-1,2.350507,3
SAS,PAC-1,3.628754,3
SCC-9,PAC-1,4.021963,3
SCH,PAC-1,3.998804,0
SF126,PAC-1,2.60554,3
SH-4,PAC-1,4.472124,3
SIG-M5,PAC-1,-0.217658,3
SJRH30,PAC-1,0.90623,3
SJSA-1,PAC-1,1.228086,3
SK-CO-1,PAC-1,3.103724,0
SK-HEP-1,PAC-1,3.178415,2
SK-LMS-1,PAC-1,2.779605,3
SK-LU-1,PAC-1,2.689296,1
SK-MEL-1,PAC-1,3.276478,3
SK-MEL-3,PAC-1,1.172997,3
SK-MEL-24,PAC-1,4.006558,3
SK-MEL-30,PAC-1,1.722693,3
SK-MES-1,PAC-1,2.876928,1
SK-NEP-1,PAC-1,1.348473,2
SK-PN-DW,PAC-1,2.933325,3
SK-UT-1,PAC-1,2.457071,3
SNG-M,PAC-1,0.395317,3
SNU-387,PAC-1,3.105059,2
SNU-423,PAC-1,1.296088,2
SNU-449,PAC-1,0.672535,2
SNU-475,PAC-1,2.695538,2
SNU-C2B,PAC-1,3.875777,0
SU-DHL-1,PAC-1,2.167363,3
SUP-T1,PAC-1,0.066916,3
SW13,PAC-1,3.597465,3
SW1088,PAC-1,3.476016,3
SW1417,PAC-1,3.437884,0
SW1463,PAC-1,4.965741,0
SW1710,PAC-1,1.230448,3
SW1783,PAC-1,1.48393,3
SW626,PAC-1,2.075411,1
SW684,PAC-1,3.119627,3
SW837,PAC-1,1.2315,0
SW872,PAC-1,2.191076,3
SW948,PAC-1,4.649478,0
SW962,PAC-1,3.091277,3
SW982,PAC-1,1.52006,3
T84,PAC-1,0.28296,0
TALL-1,PAC-1,3.059831,3
TGBC1TKB,PAC-1,2.294311,3
TGBC11TKB,PAC-1,2.402606,0
THP-1,PAC-1,1.593196,3
TUR,PAC-1,1.270592,3
TYK-nu,PAC-1,3.059229,1
U-2-OS,PAC-1,3.267479,3
U-698-M,PAC-1,1.208636,3
UACC-893,PAC-1,3.989234,1
UMC-11,PAC-1,3.250927,1
VM-CUB-1,PAC-1,3.481014,3
VMRC-RCZ,PAC-1,1.976124,2
WM-115,PAC-1,2.835122,3
WSU-NHL,PAC-1,0.545691,3
YAPC,PAC-1,4.025567,2
RCC10RGB,PAC-1,4.017531,2
KURAMOCHI,PAC-1,1.663896,1
KM-H2,PAC-1,0.652153,3
HuO-3N1,PAC-1,3.266723,3
OE19,PAC-1,2.869385,0
NCI-H838,PAC-1,2.716031,1
Ramos-2G6-4C10,PAC-1,1.427189,3
RPMI-8866,PAC-1,2.088032,3
QIMR-WIL,PAC-1,0.60314,3
PSN1,PAC-1,0.627116,2
OAW-42,PAC-1,2.9139,1
OE33,PAC-1,1.604994,0
CW-2,PAC-1,3.970014,0
CMK,PAC-1,0.40968,3
CHP-126,PAC-1,0.026146,3
CGTH-W-1,PAC-1,2.926349,3
COLO-320-HSR,PAC-1,1.613854,0
ATN-1,PAC-1,2.380083,3
CESS,PAC-1,0.097042,3
COLO-678,PAC-1,3.991411,0
COLO-684,PAC-1,1.219119,3
COLO-668,PAC-1,0.429364,1
LN-405,PAC-1,3.936937,3
TGBC24TKB,PAC-1,1.532571,3
A388,PAC-1,3.520551,3
BFTC-909,PAC-1,3.490916,2
C2BBe1,PAC-1,1.675272,0
SCC-25,PAC-1,2.215032,3
AsPC-1,PAC-1,3.411375,2
CA46,PAC-1,1.103409,3
AU565,PAC-1,0.887624,1
BL-41,PAC-1,0.17746,3
BL-70,PAC-1,0.085642,3
BV-173,PAC-1,1.115587,3
IA-LM,PAC-1,3.943837,1
TGW,PAC-1,2.242125,3
AN3-CA,PAC-1,2.409714,3
A204,PAC-1,2.89629,3
NY,PAC-1,2.474219,3
C3A,PAC-1,3.034907,2
A427,PAC-1,1.432422,1
CAL-85-1,PAC-1,2.280706,1
CHL-1,PAC-1,2.106858,3
RL,PAC-1,3.339035,3
NCI-H1651,PAC-1,1.593613,1
RPMI-7951,PAC-1,2.931211,3
SCC-4,PAC-1,3.300938,3
SNU-C1,PAC-1,2.654658,0
ST486,PAC-1,0.005831,3
SW1990,PAC-1,3.604158,2
UACC-812,PAC-1,3.694113,1
SCC-15,PAC-1,3.797353,3
Capan-2,PAC-1,1.324872,2
CAL-27,PAC-1,3.082183,3
BC-3,PAC-1,1.86367,3
BC-1,PAC-1,-0.021765,3
A704,PAC-1,1.377225,2
A101D,PAC-1,1.196869,3
769-P,PAC-1,0.207818,2
23132-87,PAC-1,1.846475,0
A431,PAC-1,1.207213,3
BFTC-905,PAC-1,1.549159,3
CAL-51,PAC-1,1.005694,1
SCC-3,PAC-1,2.125936,3
RERF-LC-MS,PAC-1,3.435375,1
GAK,PAC-1,3.064932,3
AM-38,PAC-1,2.471701,3
A4-Fuk,PAC-1,1.481113,3
A3-KAW,PAC-1,0.647853,3
DOK,PAC-1,3.664792,3
COR-L279,PAC-1,2.444597,1
NEC8,PAC-1,1.142535,3
CAS-1,PAC-1,1.855689,3
ALL-PO,PAC-1,0.779285,3
S-117,PAC-1,4.429877,3
OCI-AML2,PAC-1,1.222678,3
MFM-223,PAC-1,3.570487,1
CAL-54,PAC-1,0.318294,2
EFO-21,PAC-1,2.061244,1
LS-1034,PAC-1,1.889856,0
22RV1,PAC-1,2.509839,1
8505C,PAC-1,0.615747,3
BCPAP,PAC-1,1.482986,3
BPH-1,PAC-1,2.958466,1
CAL-148,PAC-1,2.015846,1
CAL-39,PAC-1,2.896233,3
CaR-1,PAC-1,4.661443,0
HDLM-2,PAC-1,0.571838,3
HO-1-N-1,PAC-1,2.519033,3
HTC-C3,PAC-1,1.48046,3
KGN,PAC-1,1.013198,1
KLE,PAC-1,3.571678,3
KNS-81-FD,PAC-1,4.314272,3
K5,PAC-1,1.982704,3
L-363,PAC-1,1.257868,3
MDA-MB-415,PAC-1,4.421229,1
NCI-H1975,PAC-1,2.780793,1
SW954,PAC-1,2.834086,3
TE-441-T,PAC-1,2.8675,3
MDA-MB-157,PAC-1,2.162734,1
MMAC-SF,PAC-1,2.468709,3
MKN45,PAC-1,0.037797,0
NCI-H810,PAC-1,1.890887,1
NBsusSR,PAC-1,1.460063,3
MFH-ino,PAC-1,3.925959,3
NOS-1,PAC-1,0.732164,3
PANC-03-27,PAC-1,-0.124962,2
PANC-08-13,PAC-1,3.952747,2
PANC-10-05,PAC-1,2.166569,2
RO82-W-1,PAC-1,2.411693,3
SiHa,PAC-1,4.158069,3
SKG-IIIa,PAC-1,4.24424,3
TT,PAC-1,4.324986,3
VMRC-MELG,PAC-1,1.514709,3
TE-9,PAC-1,3.310703,0
TE-11,PAC-1,2.109032,0
TE-6,PAC-1,3.504009,0
TE-12,PAC-1,4.0454,0
YT,PAC-1,0.778318,3
BT-474,PAC-1,2.6002,1
OAW-28,PAC-1,3.806483,1
LCLC-97TM1,PAC-1,0.617457,1
KP-N-YS,PAC-1,1.382315,3
D-263MG,PAC-1,2.650701,3
D-392MG,PAC-1,4.181439,3
D-502MG,PAC-1,3.000523,3
CAMA-1,PAC-1,0.501073,1
CTB-1,PAC-1,0.798053,3
Caov-4,PAC-1,1.813396,1
BT-483,PAC-1,4.2686,1
HAL-01,PAC-1,-0.479187,3
OMC-1,PAC-1,3.779557,3
ES8,PAC-1,2.93952,3
ES4,PAC-1,0.364953,3
ES6,PAC-1,0.550067,3
ES1,PAC-1,0.475225,3
EW-7,PAC-1,0.953428,3
EW-3,PAC-1,2.554736,3
EW-1,PAC-1,0.550627,3
EW-18,PAC-1,1.714127,3
EW-16,PAC-1,0.499676,3
EW-13,PAC-1,1.491755,3
EW-24,PAC-1,2.583862,3
LAN-6,PAC-1,2.278471,3
NB10,PAC-1,2.310688,3
NB12,PAC-1,3.950262,3
NB6,PAC-1,4.238856,3
NB5,PAC-1,2.242376,3
NB13,PAC-1,1.24612,3
NB14,PAC-1,1.208163,3
